Name,Age,Birth Year,Origin,Height,Weight,Category,Wins,Losses,Special Skills,Weapon of Choice,Patron Wealth,Equipment Quality,Public Favor,Injury History,Mental Resilience,Diet and Nutrition,Tactical Knowledge,Allegiance Network,Battle Experience,Psychological Profile,Health Status,Personal Motivation,Previous Occupation,Training Intensity,Battle Strategy,Social Standing,Crowd Appeal Techniques,Survived
Gracchus Longinius,26,24,Greece,179,83,Murmillo,8,7,Tactics,Gladius (Sword),Low,Basic,0.385066724,High,5.40722972,Poor,Expert,Weak,15,Calculative,Excellent,Survival,Criminal,Medium,Aggressive,Low,Humble,FALSE
Fidius Caninius,26,24,Germania,160,72,Thraex,4,0,Novice,Dagger,High,Superior,0.6115201,High,5.170169949,Excellent,Intermediate,Strong,4,Fearful,Excellent,Survival,Laborer,Low,Balanced,Medium,Charismatic,FALSE
Agrippa Gabinius,30,20,Rome,183,64,Thraex,8,4,Strength,Sica (Curved Sword),Medium,Standard,0.638056721,Low,4.501755807,Adequate,Advanced,Moderate,12,Aggressive,Excellent,Freedom,Entertainer,Medium,Defensive,Low,Charismatic,TRUE
Catius Lucius,42,8,Germania,173,64,Hoplomachus,10,2,Novice,Dagger,Medium,Standard,0.799131719,High,2.019131531,Adequate,Basic,Strong,12,Stoic,Fair,Freedom,Entertainer,Medium,Aggressive,High,Intimidating,TRUE
Papirius Calpurnius,26,24,Germania,158,57,Retiarius,9,3,Speed,Trident,Low,Basic,0.699690225,Low,1.042348457,Poor,Advanced,Moderate,12,Stoic,Excellent,Glory,Laborer,Medium,Aggressive,Medium,Humble,FALSE
Oppius Opellius,40,10,Numidia,173,69,Hoplomachus,9,3,Endurance,Spear,Medium,Standard,0.765645413,High,1.505179178,Adequate,Advanced,Strong,12,Stoic,Fair,Survival,Entertainer,Medium,Balanced,Medium,Flamboyant,TRUE
Coruncanius Sempronius,42,8,Greece,187,112,Murmillo,7,1,Novice,Gladius (Sword),Medium,Standard,0.622973729,Low,4.889007581,Adequate,Basic,Moderate,8,Fearful,Good,Vengeance,Laborer,Medium,Aggressive,Medium,Intimidating,TRUE
Marius Cloelius,24,26,Gaul,179,106,Thraex,8,2,Endurance,Dagger,Low,Basic,0.715423347,Low,3.406425426,Poor,Advanced,Strong,10,Stoic,Excellent,Survival,Entertainer,Low,Balanced,Medium,Flamboyant,TRUE
Caelius Numitorius,39,11,Rome,181,92,Murmillo,8,3,Novice,Dagger,Medium,Standard,0.684665085,Low,2.163384437,Adequate,Basic,Moderate,11,Stoic,Good,Wealth,Entertainer,Medium,Balanced,Medium,Humble,TRUE
Spurius Mallius,44,6,Germania,176,88,Murmillo,13,2,Novice,Gladius (Sword),Low,Basic,0.895840808,Low,3.680373576,Poor,Basic,Strong,15,Aggressive,Good,Wealth,Laborer,Low,Balanced,Medium,Charismatic,TRUE
Cornelius Bruttius,29,21,Numidia,182,83,Secutor,6,1,Speed,Gladius (Sword),Medium,Standard,0.607857124,Low,4.080591878,Adequate,Advanced,Moderate,7,Aggressive,Excellent,Freedom,Unemployed,Low,Balanced,Low,Humble,TRUE
Blaesus Cominius,21,29,Greece,175,91,Hoplomachus,3,1,Tactics,Dagger,Medium,Standard,0.50739056,Low,9.236512982,Adequate,Advanced,Moderate,4,Aggressive,Excellent,Vengeance,Criminal,Medium,Balanced,Low,Charismatic,TRUE
Iulius Manius,35,15,Thrace,183,71,Retiarius,12,2,Novice,Trident,Medium,Standard,0.745714277,Low,0.962481546,Adequate,Basic,Strong,14,Fearful,Excellent,Wealth,Criminal,Low,Balanced,High,Charismatic,TRUE
Opimius Iuventius,36,14,Thrace,185,80,Retiarius,12,1,Novice,Net,Medium,Standard,0.914693248,Low,2.61604674,Adequate,Intermediate,Strong,13,Stoic,Good,Glory,Unemployed,Low,Aggressive,Low,Flamboyant,TRUE
Paelignus Fundanus,36,14,Greece,153,83,Hoplomachus,6,2,Novice,Dagger,Medium,Standard,0.582992061,Low,6.737771352,Adequate,Basic,Moderate,8,Calculative,Excellent,Freedom,Entertainer,Medium,Balanced,Medium,Humble,FALSE
Albinius Cassius,45,5,Gaul,166,91,Thraex,13,7,Novice,Sica (Curved Sword),Medium,Standard,0.68944324,High,2.054611923,Adequate,Basic,Moderate,20,Aggressive,Fair,Glory,Entertainer,Medium,Balanced,Low,Charismatic,TRUE
Caecilius Munatius,32,18,Greece,170,108,Secutor,10,6,Novice,Dagger,Medium,Standard,0.539167977,Low,7.911825735,Adequate,Basic,Moderate,16,Calculative,Excellent,Vengeance,Entertainer,Low,Balanced,Medium,Intimidating,TRUE
Pilus Maecenas,28,22,Numidia,164,100,Murmillo,9,1,Tactics,Dagger,Low,Basic,0.854022052,Low,6.420096958,Poor,Expert,Strong,10,Calculative,Excellent,Survival,Unemployed,Medium,Aggressive,High,Intimidating,TRUE
Memmius Menenius,34,16,Thrace,169,87,Murmillo,10,3,Strength,Gladius (Sword),Low,Basic,0.741050826,Low,3.196540519,Poor,Advanced,Strong,13,Fearful,Excellent,Survival,Criminal,Medium,Aggressive,Medium,Charismatic,TRUE
Decimus Galerius,41,9,Gaul,177,87,Thraex,7,0,Novice,Sica (Curved Sword),Medium,Standard,0.812455301,Low,5.916500739,Adequate,Basic,Strong,7,Aggressive,Good,Survival,Unemployed,Low,Aggressive,High,Intimidating,TRUE
Matinius Numicius,29,21,Numidia,176,57,Hoplomachus,12,0,Novice,Dagger,Medium,Standard,0.892024208,Low,3.907286456,Adequate,Intermediate,Strong,12,Calculative,Excellent,Vengeance,Entertainer,Medium,Balanced,Medium,Humble,TRUE
Hortensius Considius,21,29,Thrace,181,86,Secutor,4,0,Strength,Gladius (Sword),Low,Basic,0.546395507,Low,4.680025057,Poor,Advanced,Moderate,4,Stoic,Excellent,Vengeance,Entertainer,Medium,Aggressive,Medium,Intimidating,TRUE
Paternus Cinna,36,14,Germania,184,91,Secutor,11,1,Speed,Gladius (Sword),Medium,Standard,0.864730971,Low,4.682838836,Adequate,Advanced,Strong,12,Fearful,Excellent,Freedom,Laborer,Low,Balanced,High,Flamboyant,FALSE
Genucius Petilius,20,30,Numidia,173,61,Secutor,4,0,Tactics,Gladius (Sword),High,Superior,0.668687775,Low,3.799948726,Excellent,Advanced,Strong,4,Stoic,Excellent,Glory,Criminal,Medium,Balanced,Low,Humble,TRUE
Curtius Galerius,20,30,Thrace,168,88,Murmillo,4,1,Novice,Dagger,Low,Basic,0.460523309,Low,5.907109037,Poor,Intermediate,Moderate,5,Calculative,Excellent,Survival,Laborer,Medium,Aggressive,Low,Humble,FALSE
Claudius Iuventius,21,29,Numidia,166,56,Provocator,3,1,Strength,Gladius (Sword),Low,Basic,0.465921573,Low,9.737814052,Poor,Expert,Moderate,4,Aggressive,Excellent,Glory,Criminal,High,Balanced,Medium,Charismatic,TRUE
Numonius Coruncanius,45,5,Greece,161,80,Hoplomachus,9,1,Novice,Dagger,Low,Basic,0.824505978,Low,4.148350809,Poor,Basic,Strong,10,Fearful,Good,Glory,Entertainer,Low,Balanced,Medium,Flamboyant,TRUE
Ovidius Cantilius,26,24,Greece,173,51,Retiarius,2,0,Novice,Trident,High,Superior,0.534355377,Low,4.85445456,Excellent,Intermediate,Strong,2,Fearful,Excellent,Freedom,Entertainer,Medium,Aggressive,High,Humble,FALSE
Gracchus Titus,38,12,Greece,167,97,Secutor,10,1,Novice,Dagger,High,Superior,0.88481985,Low,0.996546845,Excellent,Basic,Strong,11,Stoic,Excellent,Wealth,Entertainer,Medium,Aggressive,High,Flamboyant,TRUE
Tiberius Maecilius,21,29,Thrace,155,90,Secutor,6,0,Endurance,Dagger,Low,Basic,0.65747186,Low,7.419951659,Poor,Advanced,Moderate,6,Calculative,Excellent,Glory,Entertainer,High,Balanced,Low,Intimidating,TRUE
Mamilius Hordeonius,35,15,Germania,147,95,Hoplomachus,11,4,Novice,Dagger,Medium,Standard,0.820714559,Low,4.383466313,Adequate,Intermediate,Strong,15,Fearful,Excellent,Survival,Unemployed,Medium,Aggressive,Medium,Charismatic,TRUE
Nautius Iunius,29,21,Gaul,187,107,Secutor,5,0,Strength,Gladius (Sword),High,Superior,0.623056946,Low,6.66056045,Excellent,Expert,Strong,5,Fearful,Excellent,Vengeance,Unemployed,Low,Balanced,Medium,Intimidating,TRUE
Ovidius Messalla,31,19,Gaul,175,97,Provocator,5,1,Novice,Gladius (Sword),Medium,Standard,0.58845528,Low,5.289849176,Adequate,Intermediate,Moderate,6,Stoic,Excellent,Wealth,Unemployed,Low,Balanced,Medium,Intimidating,TRUE
Fulvius Genucius,18,32,Numidia,180,99,Secutor,3,0,Novice,Gladius (Sword),Medium,Standard,0.665116779,Low,5.904073561,Adequate,Intermediate,Moderate,3,Calculative,Excellent,Glory,Soldier,Medium,Balanced,Medium,Intimidating,TRUE
Hostius Aquillius,33,17,Greece,170,96,Murmillo,9,3,Novice,Dagger,Low,Basic,0.649835937,Low,6.884466805,Poor,Basic,Moderate,12,Calculative,Excellent,Glory,Entertainer,Low,Balanced,Medium,Charismatic,TRUE
Nasennius Calventius,44,6,Gaul,183,96,Hoplomachus,14,6,Novice,Dagger,High,Superior,0.724181572,High,0.994423335,Excellent,Basic,Strong,20,Aggressive,Fair,Survival,Unemployed,Medium,Balanced,Medium,Flamboyant,TRUE
Cilnius Iuventius,18,32,Gaul,180,108,Secutor,5,0,Novice,Dagger,High,Superior,0.649522629,Low,6.834440331,Excellent,Intermediate,Strong,5,Stoic,Excellent,Freedom,Soldier,High,Balanced,Low,Charismatic,TRUE
Calventius Festinius,25,25,Gaul,188,101,Secutor,7,2,Novice,Dagger,Low,Basic,0.57724521,Low,6.716792629,Poor,Intermediate,Moderate,9,Calculative,Excellent,Glory,Unemployed,Low,Aggressive,Medium,Intimidating,TRUE
Considius Didius,42,8,Germania,185,76,Provocator,7,4,Novice,Gladius (Sword),High,Superior,0.586526051,Low,2.820212217,Excellent,Intermediate,Strong,11,Aggressive,Good,Vengeance,Laborer,Medium,Balanced,Medium,Humble,TRUE
Octavenus Gnaeus,33,17,Germania,179,93,Secutor,7,2,Novice,Dagger,Medium,Standard,0.565356061,Low,3.864501426,Adequate,Basic,Moderate,9,Calculative,Excellent,Wealth,Criminal,Medium,Balanced,Medium,Humble,TRUE
Persius Avidius,35,15,Greece,177,91,Hoplomachus,3,0,Novice,Dagger,High,Superior,0.501452116,Low,6.530088612,Excellent,Basic,Strong,3,Stoic,Excellent,Glory,Unemployed,Low,Balanced,High,Humble,TRUE
Maecilius Oppius,32,18,Rome,187,85,Retiarius,6,0,Novice,Net,Medium,Standard,0.775363459,Low,6.180014691,Adequate,Intermediate,Strong,6,Aggressive,Excellent,Freedom,Laborer,Low,Aggressive,High,Charismatic,TRUE
Pinarus Fulcinia,25,25,Rome,176,77,Murmillo,12,2,Agility,Dagger,Medium,Standard,0.842433675,High,3.628096722,Adequate,Expert,Strong,14,Calculative,Excellent,Survival,Laborer,Medium,Defensive,Medium,Charismatic,TRUE
Fidius Publius,30,20,Greece,172,99,Secutor,5,3,Novice,Dagger,High,Superior,0.500100442,Low,4.838802111,Excellent,Intermediate,Strong,8,Stoic,Excellent,Glory,Unemployed,Medium,Balanced,Medium,Charismatic,TRUE
Octavenus Volumnius,24,26,Germania,190,80,Secutor,3,0,Speed,Gladius (Sword),High,Superior,0.524336885,Low,3.977752548,Excellent,Advanced,Strong,3,Aggressive,Excellent,Freedom,Soldier,Medium,Balanced,High,Charismatic,TRUE
Cornificius Aquillius,33,17,Thrace,177,41,Retiarius,10,1,Novice,Trident,High,Superior,0.85824983,Low,4.835290308,Excellent,Intermediate,Strong,11,Stoic,Excellent,Glory,Laborer,Medium,Aggressive,Low,Flamboyant,TRUE
Horatius Pilus,24,26,Gaul,171,84,Secutor,6,2,Speed,Dagger,Low,Basic,0.794815838,Low,5.683441611,Poor,Expert,Strong,8,Stoic,Excellent,Vengeance,Entertainer,Medium,Aggressive,Low,Intimidating,TRUE
Orestius Licinius,43,7,Greece,169,89,Murmillo,12,1,Novice,Dagger,Low,Basic,0.923817054,Low,3.475142127,Poor,Basic,Strong,13,Fearful,Good,Freedom,Entertainer,Low,Balanced,Medium,Humble,TRUE
Servius Sempronius,29,21,Gaul,156,77,Thraex,7,0,Tactics,Sica (Curved Sword),Medium,Standard,0.773506248,Low,9.552488911,Adequate,Expert,Strong,7,Fearful,Excellent,Vengeance,Criminal,Low,Defensive,Medium,Charismatic,TRUE
Sextius Aelius,23,27,Gaul,163,77,Retiarius,6,0,Endurance,Trident,High,Superior,0.720114539,Low,9.123946388,Excellent,Expert,Strong,6,Calculative,Excellent,Vengeance,Soldier,Medium,Balanced,Medium,Humble,TRUE
Lucretius Camillius,27,23,Thrace,168,78,Retiarius,6,0,Endurance,Trident,Medium,Standard,0.699591673,Low,6.206702413,Adequate,Advanced,Moderate,6,Calculative,Excellent,Freedom,Laborer,Medium,Balanced,Low,Humble,TRUE
Pilus Opimius,30,20,Rome,154,81,Secutor,10,1,Novice,Gladius (Sword),High,Superior,0.952579692,Low,6.484132952,Excellent,Intermediate,Strong,11,Calculative,Excellent,Vengeance,Criminal,Medium,Balanced,High,Flamboyant,TRUE
Cominius Cestius,23,27,Thrace,180,59,Provocator,5,0,Strength,Gladius (Sword),High,Superior,0.603568993,Low,4.296977131,Excellent,Expert,Strong,5,Stoic,Excellent,Vengeance,Criminal,Medium,Balanced,High,Intimidating,TRUE
Mamilius Cloelius,44,6,Germania,208,80,Retiarius,11,3,Novice,Net,Low,Basic,0.754752459,Low,5.228521848,Poor,Basic,Strong,14,Aggressive,Good,Survival,Laborer,Medium,Balanced,High,Humble,TRUE
Bruttius Marcius,38,12,Thrace,169,103,Retiarius,11,1,Novice,Trident,Low,Basic,0.96750835,Low,1.985903606,Poor,Basic,Strong,12,Calculative,Good,Vengeance,Criminal,Medium,Aggressive,High,Intimidating,TRUE
Pilus Paconius,26,24,Gaul,158,102,Secutor,5,0,Novice,Gladius (Sword),Medium,Standard,0.51718994,Low,7.17684464,Adequate,Intermediate,Moderate,5,Aggressive,Excellent,Vengeance,Laborer,Medium,Balanced,Low,Humble,TRUE
Laronius Pettius,43,7,Numidia,179,88,Provocator,6,0,Novice,Gladius (Sword),Medium,Standard,0.693511977,Low,4.647334669,Adequate,Basic,Moderate,6,Stoic,Good,Glory,Laborer,Low,Aggressive,Medium,Charismatic,TRUE
Numicius Matienus,42,8,Germania,179,88,Murmillo,12,1,Novice,Dagger,Medium,Standard,1.010162256,Low,0.943726907,Adequate,Basic,Strong,13,Fearful,Good,Glory,Entertainer,Medium,Balanced,Medium,Flamboyant,TRUE
Messalla Murena,39,11,Germania,171,72,Hoplomachus,11,5,Novice,Dagger,High,Superior,0.616009163,Low,4.126295195,Excellent,Basic,Strong,16,Calculative,Excellent,Glory,Criminal,Medium,Balanced,High,Charismatic,TRUE
Cocceius Egnatius,42,8,Gaul,169,104,Hoplomachus,7,1,Novice,Spear,Low,Basic,0.764301901,Low,1.372390837,Poor,Basic,Strong,8,Fearful,Good,Wealth,Unemployed,Low,Aggressive,High,Intimidating,TRUE
Fidius Caecilius,40,10,Thrace,178,91,Hoplomachus,12,3,Novice,Spear,Medium,Standard,0.866263978,High,2.632526454,Adequate,Basic,Strong,15,Calculative,Fair,Survival,Entertainer,Low,Balanced,Medium,Intimidating,TRUE
Musonius Fidenas,22,28,Numidia,177,75,Hoplomachus,6,0,Novice,Dagger,Low,Basic,0.766418137,Low,3.061789224,Poor,Intermediate,Strong,6,Stoic,Excellent,Freedom,Entertainer,Medium,Balanced,Low,Intimidating,TRUE
Lamponius Fulvius,27,23,Gaul,175,76,Hoplomachus,5,0,Novice,Dagger,Medium,Standard,0.510781229,Low,6.832735957,Adequate,Basic,Moderate,5,Aggressive,Excellent,Survival,Laborer,Low,Aggressive,Medium,Intimidating,TRUE
Laronius Iuventius,44,6,Germania,162,53,Thraex,18,9,Novice,Dagger,Medium,Standard,0.72827154,High,0.977845353,Adequate,Basic,Strong,27,Calculative,Fair,Freedom,Laborer,Low,Aggressive,Medium,Flamboyant,TRUE
Geminius Iulius,40,10,Numidia,160,57,Retiarius,11,4,Novice,Trident,Medium,Standard,0.725692186,Low,5.594037303,Adequate,Basic,Strong,15,Fearful,Good,Freedom,Unemployed,Medium,Aggressive,Low,Humble,TRUE
Mescinius Fulvius,43,7,Rome,171,49,Provocator,11,3,Novice,Gladius (Sword),High,Superior,0.742719155,Low,2.820035138,Excellent,Basic,Strong,14,Calculative,Good,Survival,Entertainer,Low,Aggressive,High,Flamboyant,TRUE
Pinarus Mucius,24,26,Germania,158,62,Secutor,7,1,Endurance,Dagger,Low,Basic,0.656922755,Low,4.63593854,Poor,Advanced,Moderate,8,Stoic,Excellent,Wealth,Entertainer,High,Defensive,Medium,Humble,TRUE
Atilius Oppius,26,24,Germania,185,49,Retiarius,6,1,Speed,Trident,Low,Basic,0.610102713,Low,8.973235254,Poor,Expert,Moderate,7,Stoic,Excellent,Survival,Criminal,Medium,Balanced,Medium,Humble,TRUE
Iuventius Antonius,35,15,Rome,184,66,Retiarius,9,3,Novice,Trident,High,Superior,0.619947876,High,0.960135994,Excellent,Basic,Strong,12,Calculative,Good,Wealth,Entertainer,Medium,Balanced,High,Charismatic,TRUE
Matienus Ofilius,19,31,Numidia,181,76,Thraex,5,0,Tactics,Dagger,High,Superior,0.675445894,Low,7.847562013,Excellent,Advanced,Strong,5,Stoic,Excellent,Wealth,Laborer,Medium,Balanced,Medium,Intimidating,TRUE
Iuventius Orchius,26,24,Gaul,170,59,Murmillo,8,3,Strength,Gladius (Sword),High,Superior,0.613695689,High,3.5732217,Excellent,Advanced,Strong,11,Fearful,Excellent,Glory,Laborer,Low,Defensive,Medium,Intimidating,TRUE
Cestius Aulus,20,30,Thrace,179,99,Secutor,10,0,Agility,Gladius (Sword),High,Superior,0.859270349,Low,6.283696752,Excellent,Advanced,Strong,10,Stoic,Excellent,Vengeance,Laborer,High,Balanced,Medium,Intimidating,TRUE
Nigidius Ofilius,19,31,Germania,170,90,Retiarius,3,0,Agility,Trident,Low,Basic,0.576238221,Low,8.097088947,Poor,Advanced,Moderate,3,Aggressive,Excellent,Vengeance,Criminal,Medium,Aggressive,Medium,Intimidating,FALSE
Minicius Balbus,42,8,Germania,184,74,Hoplomachus,14,3,Novice,Spear,Low,Basic,0.852749394,High,2.779242168,Poor,Basic,Strong,17,Stoic,Fair,Wealth,Unemployed,Medium,Aggressive,High,Humble,TRUE
Opimius Mamilius,44,6,Gaul,187,92,Murmillo,13,3,Novice,Dagger,Low,Basic,0.876882592,Low,2.247684055,Poor,Basic,Strong,16,Fearful,Good,Glory,Unemployed,Medium,Balanced,Medium,Flamboyant,TRUE
Egnatius Novellius,35,15,Thrace,163,110,Retiarius,13,2,Endurance,Net,Low,Basic,0.87315836,High,2.675139884,Poor,Advanced,Strong,15,Calculative,Good,Glory,Unemployed,Low,Balanced,Medium,Flamboyant,TRUE
Considius Opimius,42,8,Greece,177,113,Provocator,12,7,Novice,Dagger,Medium,Standard,0.723883377,High,0.951652393,Adequate,Basic,Strong,19,Stoic,Fair,Vengeance,Unemployed,Medium,Aggressive,Medium,Humble,TRUE
Claudius Cantilius,19,31,Greece,170,81,Murmillo,7,1,Tactics,Dagger,High,Superior,0.668802935,Low,5.574010361,Excellent,Advanced,Strong,8,Aggressive,Excellent,Vengeance,Unemployed,Medium,Aggressive,High,Humble,TRUE
Festinius Didius,21,29,Numidia,196,79,Secutor,4,0,Speed,Gladius (Sword),High,Superior,0.62293848,Low,8.8057163,Excellent,Advanced,Strong,4,Stoic,Excellent,Wealth,Entertainer,High,Aggressive,High,Intimidating,TRUE
Horatius Nonius,32,18,Thrace,183,89,Murmillo,5,0,Speed,Dagger,Medium,Standard,0.576238015,Low,4.008692514,Adequate,Expert,Moderate,5,Fearful,Excellent,Glory,Unemployed,Medium,Aggressive,Medium,Charismatic,TRUE
Atilius Aulus,39,11,Rome,181,106,Murmillo,11,3,Novice,Dagger,Low,Basic,0.68631745,High,3.867882109,Poor,Basic,Moderate,14,Stoic,Fair,Survival,Entertainer,Medium,Aggressive,Low,Intimidating,TRUE
Gaius Didius,18,32,Gaul,174,77,Hoplomachus,6,0,Strength,Dagger,High,Superior,0.813104125,Low,6.531521769,Excellent,Advanced,Strong,6,Aggressive,Excellent,Glory,Criminal,High,Balanced,High,Flamboyant,TRUE
Manilius Acilius,45,5,Gaul,190,84,Murmillo,12,3,Novice,Gladius (Sword),Low,Basic,0.811178492,Low,4.21291578,Poor,Basic,Strong,15,Stoic,Good,Survival,Unemployed,Medium,Aggressive,Low,Charismatic,TRUE
Numitorius Lollius,41,9,Numidia,184,112,Murmillo,10,3,Novice,Gladius (Sword),Medium,Standard,0.625962747,Low,4.526888531,Adequate,Basic,Moderate,13,Stoic,Good,Freedom,Criminal,Medium,Balanced,Medium,Charismatic,TRUE
Lacerius Antonius,23,27,Numidia,170,76,Retiarius,2,1,Strength,Trident,Low,Basic,0.419393516,Low,5.346682035,Poor,Advanced,Moderate,3,Stoic,Excellent,Freedom,Laborer,High,Aggressive,Medium,Humble,FALSE
Cominius Mallius,22,28,Thrace,168,41,Retiarius,11,6,Endurance,Trident,High,Superior,0.61281727,Low,3.569648553,Excellent,Advanced,Strong,17,Calculative,Excellent,Wealth,Unemployed,Medium,Balanced,Medium,Charismatic,TRUE
Servius Nasidienus,31,19,Greece,166,105,Murmillo,8,0,Tactics,Dagger,Low,Basic,0.760131049,Low,4.921299286,Poor,Advanced,Strong,8,Fearful,Excellent,Freedom,Laborer,Medium,Balanced,High,Humble,TRUE
Orbilius Perperna,44,6,Germania,185,76,Hoplomachus,11,0,Novice,Spear,Medium,Standard,0.962712126,Low,3.807354875,Adequate,Basic,Strong,11,Stoic,Good,Glory,Unemployed,Low,Aggressive,Medium,Charismatic,TRUE
Livius Caninius,36,14,Gaul,185,58,Hoplomachus,7,1,Novice,Dagger,High,Superior,0.715372705,Low,3.318403744,Excellent,Intermediate,Strong,8,Aggressive,Excellent,Freedom,Criminal,Low,Balanced,Medium,Charismatic,TRUE
Ennius Papinius,45,5,Numidia,184,91,Hoplomachus,9,1,Novice,Spear,Medium,Standard,0.803434016,Low,3.748547329,Adequate,Basic,Strong,10,Aggressive,Good,Glory,Laborer,Medium,Balanced,High,Humble,TRUE
Numerius Pinarus,45,5,Gaul,186,66,Retiarius,12,5,Novice,Net,Low,Basic,0.856904579,Low,1.280034377,Poor,Basic,Strong,17,Calculative,Good,Freedom,Unemployed,Medium,Balanced,Medium,Flamboyant,TRUE
Cicereius Matinius,26,24,Germania,178,85,Hoplomachus,4,1,Novice,Dagger,High,Superior,0.564968506,Low,5.425864461,Excellent,Intermediate,Strong,5,Stoic,Excellent,Survival,Entertainer,Medium,Aggressive,Low,Charismatic,TRUE
Servius Aulus,45,5,Greece,177,76,Retiarius,13,1,Novice,Trident,High,Superior,0.803196292,Low,2.887482832,Excellent,Basic,Strong,14,Fearful,Good,Glory,Unemployed,Low,Balanced,High,Charismatic,TRUE
Petreius Ollius,39,11,Rome,164,76,Provocator,9,2,Novice,Gladius (Sword),Low,Basic,0.728699972,High,2.88563638,Poor,Intermediate,Strong,11,Calculative,Fair,Vengeance,Criminal,Medium,Balanced,Low,Charismatic,TRUE
Maecilius Fidenas,44,6,Gaul,192,72,Hoplomachus,8,2,Novice,Spear,High,Superior,0.709490475,Low,1.577716742,Excellent,Basic,Strong,10,Fearful,Good,Survival,Laborer,Low,Balanced,Medium,Flamboyant,TRUE
Decimus Coruncanius,34,16,Thrace,180,91,Provocator,11,0,Novice,Gladius (Sword),High,Superior,0.877949263,Low,2.714468418,Excellent,Intermediate,Strong,11,Aggressive,Excellent,Freedom,Unemployed,Medium,Balanced,Medium,Charismatic,TRUE
Papinius Musonius,43,7,Gaul,170,100,Secutor,11,0,Novice,Dagger,Medium,Standard,0.969556499,Low,2.370071178,Adequate,Basic,Strong,11,Fearful,Good,Wealth,Laborer,Medium,Balanced,Low,Flamboyant,TRUE
Acilius Marcius,27,23,Gaul,173,104,Murmillo,5,1,Strength,Gladius (Sword),Low,Basic,0.602976496,Low,6.732034399,Poor,Advanced,Moderate,6,Aggressive,Excellent,Glory,Laborer,Low,Balanced,Medium,Intimidating,FALSE
Ogulnius Nasennius,34,16,Numidia,172,50,Thraex,7,1,Novice,Dagger,Low,Basic,0.685705299,Low,3.655383738,Poor,Basic,Moderate,8,Calculative,Excellent,Vengeance,Criminal,Low,Aggressive,Medium,Intimidating,TRUE
Fundanus Mucius,29,21,Germania,170,68,Secutor,9,1,Tactics,Gladius (Sword),High,Superior,0.832976098,High,2.422360676,Excellent,Expert,Strong,10,Stoic,Excellent,Wealth,Entertainer,Medium,Defensive,Low,Flamboyant,TRUE
Antonius Atilius,30,20,Gaul,168,62,Hoplomachus,9,2,Novice,Dagger,Low,Basic,0.70321692,Low,0.944212927,Poor,Intermediate,Strong,11,Fearful,Excellent,Glory,Laborer,Low,Aggressive,Medium,Humble,FALSE
Ogulnius Lartius,23,27,Rome,183,73,Hoplomachus,7,1,Novice,Spear,Medium,Standard,0.571287967,Low,6.33780905,Adequate,Intermediate,Moderate,8,Aggressive,Excellent,Vengeance,Criminal,Medium,Balanced,Medium,Charismatic,TRUE
Baebius Caninius,41,9,Thrace,159,64,Murmillo,12,2,Novice,Dagger,Medium,Standard,0.883855695,Low,1.015271066,Adequate,Basic,Strong,14,Stoic,Good,Survival,Laborer,Medium,Balanced,High,Flamboyant,TRUE
Baebius Ennius,40,10,Numidia,177,102,Murmillo,9,2,Novice,Dagger,High,Superior,0.656884818,Low,5.120830717,Excellent,Basic,Strong,11,Fearful,Excellent,Glory,Entertainer,Medium,Balanced,Medium,Intimidating,TRUE
Longinius Sulpicius,45,5,Greece,175,58,Retiarius,11,3,Novice,Trident,Low,Basic,0.975342578,Low,2.700807284,Poor,Basic,Strong,14,Stoic,Good,Vengeance,Criminal,Medium,Balanced,Medium,Charismatic,TRUE
Titus Norbanus,24,26,Greece,162,72,Provocator,7,1,Novice,Gladius (Sword),Low,Basic,0.806864238,Low,8.780308014,Poor,Intermediate,Strong,8,Calculative,Excellent,Glory,Entertainer,Medium,Aggressive,High,Flamboyant,TRUE
Cominius Icilius,20,30,Germania,171,90,Thraex,7,1,Endurance,Dagger,Low,Basic,0.690452698,Low,3.593676233,Poor,Advanced,Moderate,8,Calculative,Excellent,Glory,Soldier,Medium,Balanced,Medium,Intimidating,TRUE
Menenius Murena,19,31,Germania,184,90,Hoplomachus,4,0,Tactics,Dagger,High,Superior,0.540888015,Low,5.636209044,Excellent,Advanced,Strong,4,Fearful,Excellent,Wealth,Soldier,High,Aggressive,Medium,Intimidating,TRUE
Iulius Palpellius,20,30,Germania,161,68,Hoplomachus,3,0,Strength,Dagger,Low,Basic,0.504215213,Low,5.347336075,Poor,Advanced,Moderate,3,Fearful,Excellent,Survival,Laborer,Medium,Aggressive,Low,Intimidating,TRUE
Herennius Fidius,45,5,Thrace,159,94,Secutor,7,4,Novice,Gladius (Sword),Medium,Standard,0.711540308,Low,2.836938524,Adequate,Basic,Strong,11,Calculative,Good,Survival,Entertainer,Medium,Balanced,Medium,Intimidating,TRUE
Petreius Decentius,37,13,Greece,151,59,Hoplomachus,10,4,Novice,Spear,High,Superior,0.606993924,Low,4.099833218,Excellent,Intermediate,Strong,14,Calculative,Excellent,Vengeance,Unemployed,Medium,Balanced,High,Intimidating,TRUE
Licinius Gnaeus,34,16,Thrace,195,97,Retiarius,10,3,Speed,Net,Medium,Standard,0.738961683,High,3.064712296,Adequate,Expert,Strong,13,Aggressive,Good,Survival,Criminal,Low,Aggressive,Medium,Charismatic,TRUE
